title,artist,song,similar_lyrics,similar_track,similar_artist
Drown,Bring Me The Horizon,Drown by Bring Me The Horizon,"53 ContributorsTranslationsPortuguêsPolskiEspañolРусскийFollow You Lyrics[Verse 1]
My head is haunting me and my heart feels like a ghost
I need to feel something, 'cause I'm still so far from home
Cross your heart and hope to die
Promise me you'll never leave my side
Show me what I can't see when the spark in my eyes is gone
You got me on my knees, I'm your one-man cult
Cross my heart and hope to die
Promise you I'll never leave your side

[Pre-Chorus]
'Cause I'm telling you, you're all I need
I promise you, you're all I see
'Cause I'm telling you, you're all I need
I'll never leave

[Chorus]
So, you can drag me through hell
If it meant I could hold your hand
I will follow you, 'cause I'm under your spell
And you can throw me to the flames
I will follow you, I will follow you

[Verse 2]
Come sink into me and let me breathe you in
I'll be your gravity, you be my oxygen
So dig two graves, 'cause when you die
I swear I'll be leaving by your side


[Chorus]
So you can drag me through hell
If it meant I could hold your hand
I will follow you, 'cause I'm under your spell
And you can throw me to the flames
I will follow you so you can drag me through hell
If it meant I could hold your hand
I will follow you, 'cause I'm under your spell
And you can throw me to the flames
I will follow you, I will follow you
I will follow you, I will follow you

[Instrumental Bridge]

[Chorus]
So you can drag me through hell
If it meant I could hold your hand
I will follow you, 'cause I'm under your spell
And you can throw me to the flames
I will follow you, I will follow you",Follow You,Bring Me the Horizon
Holiday / Boulevard of Broken Dreams,Green Day,Holiday / Boulevard of Broken Dreams by Green Day,"8 ContributorsGive Me Novacaine / She’s a Rebel Lyrics[Part I: Give Me Novacaine]

[Verse 1]
Take away the sensation inside
Bittersweet migraine in my head
It's like a throbbin’ toothache of the mind
I can't take this feelin' anymore

[Chorus]
Drain the pressure from the swelling
This sensation’s overwhelming
Give me a long kiss goodnight
And everything'll be all right
Tell me that I won't feel a thing
So give me Novacaine

[Verse 2]
Out of body and out of mind
Kiss the demons out of my dreams
I get the funny feelin', and that's all right
Jimmy says it's better than here
I'll tell you why

[Chorus]
Drain the pressure from the swelling
This sensation's overwhelming
Give me a long kiss goodnight
And everything’ll be all right
Tell me that I won’t feel a thing
So give me Novacaine
Oh, Novacaine


[Guitar Solo]

[Chorus]
Drain the pressure from the swelling
This sensation's overwhelming
Give me a long kiss goodnight
And everything’ll be all right
Tell me, Jimmy, I won't feel a thing
So give me Novacaine
[Part II: She's a Rebel]

[Chorus]
She's a rebel, she's a saint
She’s the salt of the earth, and she's dangerous
She's a rebel, vigilante
Missing link on the brink of destruction

[Verse 1]
From Chicago to Toronto
She's the one that they call ol' Whatsername
She's a symbol of resistance
And she's holdin' on my heart like a hand grenade

[Verse 2]
Is she dreamin' what I'm thinkin'?
Is she the mother of all bombs? Gonna detonate
Is she trouble like I'm trouble?
Make it a double twist of fate or a melody that


[Bridge]
She sings the revolution
The dawning of our lives
She brings this liberation
That I just can't define
Well, nothin' comes to mind (Hey)

[Guitar Solo]

[Bridge]
She sings the revolution
The dawning of our lives
She brings this liberation
That I just can't define
Well, nothin' comes to mind

[Chorus]
She's a rebel, she's a saint
She's the salt of the earth, and she's dangerous
She's a rebel, vigilante
Missing link on the brink of destruction
She's a rebel, she's a saint
She's the salt of the earth, and she's dangerous
She's a rebel, vigilante
Missing link on the brink of destruction


[Outro]
She's a rebel, she's a rebel
She's a rebel, and she's dangerous
She's a rebel, she's a rebel
She's a rebel, and she's dangerous",Give Me Novacaine / She's a Rebel,Green Day
Girls,The 1975,Girls by The 1975,"54 ContributorsTranslationsEspañolPolskiPortuguêsSettle Down Lyrics[Verse 1]
A soft sound
Into the way that she wears her hair down
Covering up her face
And oh, what a letdown
And I don't seem to be having any effect now
Falling all over the place

[Pre-Chorus]
But you're losing your words
We're speaking in bodies
Avoiding me and talking 'bout you
And you're losing your turn
I guess I'll never learn
'Cause I stay another hour or two

[Chorus]
For crying out loud, settle down
You know I can't be found with you
We get back to my house
Your hands, my mouth
Now I just stop myself around you

[Verse 2]
A small town
Dictating all the people we get around
What a familiar face
Do you get what I mean now?
I'm so fixated on the girl with the soft sound
And hair all over the place


[Pre-Chorus]
And you're sure that I'd learn
I'm pushing through bodies
Avoiding me and walking 'round you
And you're cold and I burn
I guess I'll never learn
'Cause I stay another hour or two

[Chorus]
For crying out loud, settle down
You know I can't be found with you, you
And we get back to my house
Your hands, my mouth
Now I just stop myself around you
(Hey)

[Instrumental Interlude]

[Bridge]
A soft sound
Into the way that she wears her hair down
Covering up her face
And oh, what a letdown, down
I don't seem to be having any effect now
Falling all over the place


[Pre-Chorus]
And you're losing your words
We're speaking in bodies
Avoiding me and talking 'bout you
And you're losing your turn
I guess I'll never learn
'Cause I stay another hour or two

[Chorus]
For crying out loud, settle down
You know I can't be found with you, you
We get back to my house
Your hands, my mouth
Now I just stop myself around you, 'round you
For crying out loud",Settle Down,The 1975
How You Remind Me,Nickelback,How You Remind Me by Nickelback,"18 ContributorsSomeday Lyrics[Verse 1]
How the hell'd we wind up like this?
Why weren't we able to see the signs that we missed?
And try to turn the tables
I wish you'd unclench your fists and unpack your suitcase
Lately, there's been too much of this
But don't think it's too late

[Pre-Chorus]
Nothing's wrong
Just as long
As you know that someday I will

[Chorus]
Someday, somehow
I'm gonna make it all right, but not right now
I know you're wondering when
(You're the only one who knows that)
Someday, somehow
I'm gonna make it all right, but not right now
I know you're wondering when

[Verse 2]
Well, I'd hope that since we're here anyway
That we could end up saying
Things we've always needed to say
So we could end up staying
Now the story's played out like this
Just like a paperback novel
Let's rewrite an ending that fits
Instead of a Hollywood horror


[Pre-Chorus]
Nothing's wrong
Just as long
As you know that someday I will

[Chorus]
Someday, somehow
I'm gonna make it all right, but not right now
I know you're wondering when
(You're the only one who knows that)
Someday, somehow
I'm gonna make it all right, but not right now
I know you're wondering when
You're the only one who knows that

[Guitar Solo]

[Verse 3]
How the hell'd we wind up like this?
Why weren't we able to see the signs that we missed?
And try to turn the tables
Now the story's played out like this
Just like a paperback novel
Let's rewrite an ending that fits
Instead of a Hollywood horror


[Pre-Chorus]
Nothing's wrong
Just as long
As you know that someday I will

[Chorus]
Someday, somehow
I'm gonna make it all right, but not right now
I know you're wondering when
(You're the only one who knows that)
Someday, somehow
I'm gonna make it all right, but not right now
I know you're wondering when
(You're the only one who knows that)
I know you're wondering when
(You're the only one who knows that)
I know you're wondering when",Someday,Nickelback
lovesick,Never Shout Never,lovesick by Never Shout Never,"7 ContributorsThis Shit Getz Old Lyrics[Verse 1]
If you're looking for me
I'd suggest you look in the last place
That you will ever find me
Cause I'm going out
With all my friends tonight, for once
And if you can do one whole thing
Then I'd suggest you go out too
And smile up a storm
Cause we're all as sad
As you think that you are
So just smile

[Chorus]
See I've been
Looking up, looking down, looking side to side
Wondering why this world is the way that it is
And why my momma cries
Every night when I'm trying to rest my head
On the floor
Half-stoned thinking, ""Damn, this shit gets old.""

[Verse 2]
So if you have a problem
I'd thoroughly suggest you look within
Before you go and blame someone
Who's been blaming someone else
Their whole life
And I know we all got problems
But we got a bigger problem
We've been falling into pieces
And our power hides the knowledge
We've been working our whole damn lives;
But for what?
For them


[Chorus]
See I've been
Looking up, looking down, looking side to side
Wondering why this world is the way that it is
And why my momma cries
Every night when I'm trying to rest my head
On the floor
Half-stoned thinking, ""Damn, this shit gets old.""",This Shit Getz Old,Never Shout Never
Teenagers,My Chemical Romance,Teenagers by My Chemical Romance,"253 ContributorsTranslationsEspañolРусскийItalianoWelcome to the Black Parade Lyrics[Intro]
When I was a young boy, my father
Took me into the city to see a marching band
He said, ""Son, when you grow up, would you be
The savior of the broken, the beaten, and the damned?""
He said, ""Will you defeat them, your demons
And all the non-believers, the plans that they have made?
Because one day, I'll leave you a phantom
To lead you in the summer to join the black parade""
When I was a young boy, my father
Took me into the city to see a marching band
He said, ""Son, when you grow up, would you be
The savior of the broken, the beaten, and the damned?""

[Verse 1]
Sometimes, I get the feeling she's watching over me
And other times, I feel like I should go
And through it all, the rise and fall, the bodies in the streets
And when you're gone, we want you all to know

[Chorus]
We'll carry on, we'll carry on
And though you're dead and gone, believe me
Your memory will carry on, we'll carry on
And in my heart, I can't contain it
The anthem won't explain it


[Verse 2]
A world that sends you reeling from decimated dreams
Your misery and hate will kill us all
So paint it black and take it back, and let's shout it loud and clear
Defiant to the end, we hear the call

[Chorus]
To carry on, we'll carry on
And though you're dead and gone, believe me
Your memory will carry on, we'll carry on
And though you're broken and defeated
Your weary widow marches

[Bridge]
On and on, we carry through the fears (Oh, ha, ha)
Disappointed faces of your peers (Oh, ha, ha)
Take a look at me, 'cause I could not care at all

[Breakdown]
Do or die, you'll never make me
Because the world will never take my heart
Go and try, you'll never break me
We want it all, we wanna play this part
I won't explain or say I'm sorry
I'm unashamed, I'm gonna show my scar
And give a cheer for all the broken
Listen here, because it's who we are
Just a man, I'm not a hero
Just a boy who had to sing this song
Just a man, I'm not a hero
I don't care


[Chorus]
We'll carry on, we'll carry on
And though you're dead and gone, believe me
Your memory will carry on, you'll carry on
And though you're broken and defeated
Your weary widow marches on

[Outro]
Do or die, you'll never make me
Because the world will never take my heart
Go and try, you'll never break me
We want it all, we wanna play this part (We'll carry on)
Do or die, you'll never make me (We'll carry on)
Because the world will never take my heart (We'll carry on)
Go and try, you'll never break me (We'll carry)
We want it all, we wanna play this part (We'll carry on)",Welcome to the Black Parade,My Chemical Romance
Welcome to the Black Parade,My Chemical Romance,Welcome to the Black Parade by My Chemical Romance,"112 ContributorsTranslationsРусскийEspañolFrançaisDead! LyricsOn “Dead!” Gerard Way takes on the roles of Mother War, The Patient, and the doctor, setting up the rest of the album to be a journey through The Patient’s final two weeks of battling cancer.[Intro]
Yeah
[Guitar Solo]

[Verse 1]
And if your heart stops beating
I'll be here wondering
Did you get what you deserve?
The ending of your life

[Pre-Chorus]
And if you get to Heaven
I'll be here waiting, babe
Did you get what you deserve?
The end, and if your life won't wait
Then your heart can't take this

[Chorus]
Have you heard the news that you're dead?
No one ever had much nice to say
I think they never liked you anyway
Oh, take me from the hospital bed
Wouldn't it be grand? It ain't exactly what you planned
And wouldn't it be great if we were dead?


[Post-Chorus]
Oh, dead

[Verse 2]
Tongue-tied and oh, so squeamish
You never fell in love
Did you get what you deserve?
The ending of your life

[Pre-Chorus]
And if you get to Heaven
I'll be here waiting, babe
Did you get what you deserve?
The end, and if your life won't wait
Then your heart can't take this

[Chorus]
Have you heard the news that you're dead?
No one ever had much nice to say
I think they never liked you anyway
Oh, take me from the hospital bed
Wouldn't it be grand to take a pistol by the hand?
And wouldn't it be great if we were dead?

[Bridge]
And in my honest observation, during this operation
Found a complication in your heart, so long
'Cause now you've got
Maybe just two weeks to live
Is that the most the both of you can give?


[Guitar Solo]

[Breakdown]
One, two, one, two, three, four
La la la la la, la la la la la la
La la la la la la la, well, come on
La la la la la, la la la la la la
La la la la la la la, oh, motherfucker

[Outro]
(La la la la la, la la la la la la, la la la la la la la)
If life ain't just a joke, then why are we laughing?
(La la la la la, la la la la la la, la la la la la la la)
If life ain't just a joke, then why are we laughing?
(La la la la la, la la la la la la, la la la la la la la)
If life ain't just a joke, then why are we laughing?
(La, la, la, la, la, la, la)
If life ain't just a joke, then why am I dead?
Dead",Dead!,My Chemical Romance
Heart-Shaped Box,Nirvana,Heart-Shaped Box by Nirvana,"133 ContributorsTranslationsРусскийPortuguêsEspañolRape Me Lyrics[Verse 1]
Rape me
Rape me, my friend
Rape me
Rape me again

[Chorus]
I'm not the only one, ah
I'm not the only one, ah
I'm not the only one, ah
I'm not the only one

[Verse 2]
Hate me
Do it, and do it again
Waste me
Rape me, my friend

[Chorus]
I'm not the only one, ah
I'm not the only one, ah
I'm not the only one, ah
I'm not the only one

[Bridge]
My favorite inside source
I'll kiss your open sores
Appreciate your concern
You're gonna stink and burn


[Verse 1]
Rape me
Rape me, my friend
Rape me
Rape me again

[Chorus]
I'm not the only one, ah
I'm not the only one, ah
I'm not the only one, ah
I'm not the only one

[Outro]
Rape me (Rape me)
Rape me (Rape me)
Rape me (Rape me)
Rape me (Rape me)
Rape me (Rape me)
Rape me (Rape me)
Rape me (Rape me)
Rape me (Rape me)
Rape me",Rape Me,Nirvana
Stricken,Disturbed,Stricken by Disturbed,"32 ContributorsDecadence Lyrics[Intro]
Ow, ow, ow

[Refrain]
Say, yes, they know that you've hurt yourself another time
Don't they know that you're full of pain already?
Yes, they know that you've hurt yourself another time
Decadence isn't easy, is it?
Yes, they know that you've hurt yourself another time
Don't they know that you're full of pain already?
Yes, they know that you've hurt yourself another time
Decadence isn't easy, then you

[Chorus]
Slowly recall all your mind
Why your soul's gone cold and all hope has run dry
Dead inside, never enough to forget that
You're one of the lonely, slowly recall all your mind

[Refrain]
Say, yes, they know that you've hurt yourself another time
Don't they know that you're full of pain already?
Yes, they know that you've hurt yourself another time
Decadence isn't easy, is it?
Yes, they know that you've hurt yourself another time
Don't they know that you're full of pain already?
Yes, they know that you've hurt yourself another time
Decadence isn't easy, then you


[Chorus]
Slowly recall all your mind
Why your soul's gone cold and all hope has run dry
Dead inside, never enough to forget that
You're one of the lonely, slowly recall all your mind

[Bridge]
If I scare you now, don't run from me
I've been hiding my pain, you see?
Said, if I scare you now, don't run from me
I've been hiding my pain, you see?

[Chorus]
Slowly recall all your mind
Why your soul's gone cold and all hope has run dry
Dead inside, never enough to forget that
You're one of the lonely, slowly recall all your mind
Then, slowly recall all your mind

[Refrain]
Say, yes, they know that you've hurt yourself another time
Don't they know that you're full of pain already?
Yes, they know that you've hurt yourself another time
Decadence isn't easy, is it?",Decadence,Disturbed
The Vengeful One,Disturbed,The Vengeful One by Disturbed,"14 ContributorsImmortalized Lyrics[Verse 1]
This is wartime, this is our time
We won't be denied
Feed the fire that is raging inside
This is go time, this is showtime
We will fight 'til their wills are broken
This is game time, an insane time
Let the madness fly
Show them strength that just can't be defied
Find the power to devour
Let the beast inside now be woken

[Pre-Chorus]
In this world, only the strong will survive
Hear the roar and you will know you're alive
Feel the energy build in your soul
'Cause it's time

[Chorus]
Oh, in the calm before the storm
Another legend will be born
Another battle will be won
We will rise
Oh, so heed the call of confrontation
Today we feed on domination
Secure a legacy that will never die
Be immortalized


[Verse 2]
Raw emotion, pure devotion
They will testify
And our memory will endure for all time
Never hiding, no dividing
Let them witness us move as one now
Show no mercy, let the world see
We’re invincible
Show them nothing is beyond our control
Take it higher, our desire
Will determine what we become now

[Pre-Chorus]
Are you ready for the test of your life?
See the fear bleeding right through their eyes
Feel the energy build in your soul
'Cause it's time

[Chorus]
Oh, in the calm before the storm
Another legend will be born
Another battle will be won
We will rise
Oh, so heed the call of confrontation
Today we feed on domination
Secure a legacy that will never die
Be immortalized


[Bridge]
Feel it
Take no prisoners now
Take it
There it is, standing in front of us
Hear it
Our deliverance now
Own it
Give them all an image of us that will last for all time

[Chorus]
Oh, in the calm before the storm
Another legend will be born
Another battle will be won
We will rise
Oh, so heed the call of confrontation
Today we feed on domination
Secure a legacy that will never die (Never die)
Be immortalized",Immortalized,Disturbed
